Id,Prediction
0,3646818.125
1,2995814.625
2,6411098.875
3,3613569.375
4,4667879.0
5,4659792.375
6,3122467.25
7,3515980.75
8,4019167.75
9,3581811.25
10,6071058.375
11,5423800.0
12,6270048.5
13,5993911.625
14,3739128.5
15,3598905.625
16,6218325.0
17,4244773.0
18,6058330.25
19,3970019.625
20,3718289.625
21,4208946.5
22,4431520.875
23,3160842.875
24,4314013.625
25,5521697.375
26,2986916.625
27,5062380.625
28,5214042.25
29,4308535.875
30,5345384.375
31,4426293.0
32,3617855.75
33,3849832.625
34,4059149.75
35,5136176.625
36,3439318.875
37,4254275.625
38,2615574.125
39,5182973.75
40,3970813.125
41,4005424.0
42,3582249.0
43,4253227.875
44,4972674.5
45,3609895.375
46,4214669.25
47,4884352.625
48,4505570.5
49,4174794.0
50,3529304.875
51,6256329.125
52,4562454.5
53,3080973.25
54,3590091.5
55,3308033.375
56,5716701.625
57,5237697.5
58,4709370.625
59,4448646.5
60,2811294.0
61,3215119.125
62,5160944.0
63,4618780.375
64,3725869.375
65,5455878.75
66,3684858.5
67,4459710.25
68,5160944.0
69,3478191.875
70,3665779.5
71,4545116.0
72,3915182.875
73,3305157.25
74,2845097.0
75,4079768.125
76,5512592.375
77,4115235.25
78,3639380.25
79,4716992.625
80,5413379.0
81,2854138.875
82,5161917.0
83,3489407.125
84,3423039.125
85,2147798.25
86,4746252.25
87,3376849.5
88,6020549.625
89,5805677.625
90,7765076.375
91,4332875.5
92,3339427.75
93,4998937.125
94,5004901.75
95,4941274.5
96,4983301.0
97,4344849.5
98,4316684.875
99,4330596.0
100,3303930.25
101,2194123.25
102,4482631.25
103,3207338.75
104,3337864.625
105,4423068.625
106,4253970.625
107,3785764.125
108,4650864.75
109,5060670.625
110,5160944.0
111,5160944.0
112,3817403.625
113,4102995.625
114,3650406.5
115,3588810.625
116,3247412.625
117,4836997.125
118,4287508.75
119,5773280.625
120,4171963.75
121,5023623.625
122,3511865.5
123,5453193.0
124,4430226.0
125,5089535.75
126,5975064.75
127,4433429.0
128,5433385.5
129,3723154.375
130,3754253.375
131,3635226.125
132,4850805.375
133,4596752.125
134,3457666.25
135,4709778.875
136,4788081.75
137,3502711.625
138,6161727.625
139,4408874.25
140,6683171.0
141,2869485.375
142,4578688.25
143,3280058.5
144,4093577.5
145,4554567.0
146,2866678.75
147,4128134.0
148,2933443.125
149,3822891.75
150,3361282.25
151,3208219.875
152,3952922.625
153,8204895.125
154,3081121.5
155,4066396.25
156,4612886.375
157,4067024.125
158,4880893.25
159,3453923.25
160,4150932.25
161,4089677.25
162,2788153.5
163,6206675.125
164,6269868.75
165,3656612.75
166,4897975.875
167,4239717.0
168,3073191.875
169,5230248.75
170,3935593.125
171,3753178.0
172,4594561.625
173,5675802.0
174,5116475.625
175,3834947.0
176,7299637.375
177,2866678.75
178,4543001.375
179,3989630.0
180,4287217.5
181,3195211.5
182,4664845.875
183,5141184.0
184,4517866.5
185,3591666.125
186,2364795.375
187,5184493.375
188,5192060.125
189,4857153.5
190,4973460.25
191,3746167.5
192,4109441.5
193,3663598.0
194,3123033.5
195,6537785.625
196,6610139.875
197,3719076.375
198,3594764.625
199,3636115.125
200,4221887.875
201,5414191.375
202,3621185.25
203,4101066.75
204,4879344.875
205,4050663.375
206,3523687.125
207,6578251.375
208,3827571.0
209,4306292.125
210,4724430.875
211,4529695.125
212,4724681.875
213,3554127.625
214,4910644.375
215,2162303.625
216,4799995.125
217,4488955.75
218,3583204.0
219,3439625.25
220,3989982.875
221,5867256.625
222,3719375.0
223,3417637.375
224,4336900.125
225,3726089.875
226,3694287.875
227,6523159.25
228,5151977.875
229,5419605.5
230,4523324.0
231,7896341.625
232,6368573.625
233,5927925.25
234,4409562.75
235,3805143.0
236,3758392.875
237,3952738.625
238,4732468.5
239,5770421.75
240,3894217.625
241,4198743.0
242,3382178.75
243,5364492.375
244,4625749.375
245,6640977.625
246,3694920.5
247,4327389.625
248,4567584.125
249,4181671.5
250,3434409.375
251,4495225.625
252,5153034.0
253,2552309.25
254,4268020.375
255,3948117.125
256,3761472.5
257,3715555.125
258,3816253.875
259,3404481.25
260,3040169.25
261,3393866.75
262,5298075.125
263,3137466.25
264,3647648.125
265,6339023.875
