Id,Prediction
0,7819263.1875
1,7819263.1875
2,5305555.758620689
3,3727655.210526316
4,5305555.758620689
5,3727655.210526316
6,2152095.8125000005
7,3727655.210526316
8,7819263.1875
9,7819263.1875
10,2152095.8125000005
11,3727655.210526316
12,7819263.1875
13,3727655.210526316
14,3727655.210526316
15,2152095.8125000005
16,16607075.666666668
17,3727655.210526316
18,2152095.8125000005
19,3727655.210526316
20,2152095.8125000005
21,2152095.8125000005
22,2152095.8125000005
23,3727655.210526316
24,3727655.210526316
25,3727655.210526316
26,3727655.210526316
27,7819263.1875
28,5305555.758620689
29,5305555.758620689
30,7819263.1875
31,3727655.210526316
32,2152095.8125000005
33,5305555.758620689
34,2152095.8125000005
35,5305555.758620689
36,7819263.1875
37,7819263.1875
38,3727655.210526316
39,5305555.758620689
40,5305555.758620689
41,3727655.210526316
42,5305555.758620689
43,5305555.758620689
44,7819263.1875
45,2152095.8125000005
46,5305555.758620689
47,2152095.8125000005
48,3727655.210526316
49,7819263.1875
50,16607075.666666668
51,3727655.210526316
52,2152095.8125000005
53,2152095.8125000005
54,3727655.210526316
55,2152095.8125000005
56,3727655.210526316
57,3727655.210526316
58,5305555.758620689
59,7819263.1875
60,2152095.8125000005
61,5305555.758620689
62,3727655.210526316
63,3727655.210526316
64,5305555.758620689
65,16607075.666666668
66,3727655.210526316
67,7819263.1875
68,5305555.758620689
69,5305555.758620689
70,3727655.210526316
71,2152095.8125000005
72,7819263.1875
73,7819263.1875
74,3727655.210526316
75,7819263.1875
76,3727655.210526316
77,3727655.210526316
78,2152095.8125000005
79,3727655.210526316
80,7819263.1875
81,5305555.758620689
82,7819263.1875
83,5305555.758620689
84,3727655.210526316
85,2152095.8125000005
86,5305555.758620689
87,3727655.210526316
88,2152095.8125000005
89,2152095.8125000005
90,3727655.210526316
91,5305555.758620689
92,3727655.210526316
93,3727655.210526316
94,5305555.758620689
95,2152095.8125000005
96,3727655.210526316
97,3727655.210526316
98,2152095.8125000005
99,3727655.210526316
100,5305555.758620689
101,3727655.210526316
102,5305555.758620689
103,5305555.758620689
104,5305555.758620689
105,3727655.210526316
106,7819263.1875
107,5305555.758620689
108,5305555.758620689
109,3727655.210526316
110,5305555.758620689
111,2152095.8125000005
112,3727655.210526316
113,3727655.210526316
114,3727655.210526316
115,3727655.210526316
116,3727655.210526316
117,5305555.758620689
118,3727655.210526316
119,7819263.1875
120,5305555.758620689
121,7819263.1875
122,2152095.8125000005
123,5305555.758620689
124,2152095.8125000005
125,3727655.210526316
126,2152095.8125000005
127,3727655.210526316
128,5305555.758620689
129,5305555.758620689
130,3727655.210526316
131,5305555.758620689
132,3727655.210526316
133,3727655.210526316
134,3727655.210526316
